Price,Close,High,Low,Open,Volume,symbol,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,GS,GS,GS,GS,GS,BAC,BAC,BAC,BAC,BAC,JNJ,JNJ,JNJ,JNJ,JNJ,UNH,UNH,UNH,UNH,UNH,AMZN,AMZN,AMZN,AMZN,AMZN,WMT,WMT,WMT,WMT,WMT,KO,KO,KO,KO,KO,CAT,CAT,CAT,CAT,CAT,BA,BA,BA,BA,BA
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.10015869140625,60.41612066378628,59.535253441447786,59.535253441447786,28278100.0,,,,,,,,,,
2024-06-24,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.24913024902344,61.33529872356169,60.23421449260739,60.31081356212317,13212500.0,,,,,,,,,,
2024-06-25,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.124656677246094,61.344873516555566,60.808691004033875,61.22040185870428,10235300.0,,,,,,,,,,
2024-06-26,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.32571792602539,61.38316356504585,60.5405922191206,60.703363385381195,9402500.0,,,,,,,,,,
2024-06-27,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.191680908203125,61.53636576347222,60.91401476005097,61.32572927977099,8494100.0,,,,,,,,,,
2024-06-28,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94274139404297,61.33529884251632,60.81826973206076,61.182108008077,17358800.0,,,,,,,,,,
2024-07-01,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.58846664428711,61.56508636665109,60.43527218150227,61.30656637342431,10033400.0,,,,,,,,,,
2024-07-02,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4640007019043,60.684217521337246,60.18633458731501,60.569318931024576,8878200.0,,,,,,,,,,
2024-07-03,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.636348724365234,60.96188379326261,60.253360704276815,60.502300360623174,9154200.0,,,,,,,,,,
2024-07-05,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.04805374145508,61.07678021602776,60.320380912130275,60.63634656531947,11735500.0,,,,,,,,,,
2024-07-08,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.282081604003906,60.88528643804112,60.16718666262112,60.88528643804112,11235100.0,,,,,,,,,,
2024-07-09,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.023563385009766,60.54059608386373,59.92781821223424,60.37782855965649,11657500.0,,,,,,,,,,
2024-07-10,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15761184692383,60.186334668318544,59.64057914715362,60.052289965217575,11930400.0,,,,,,,,,,
2024-07-11,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4161262512207,60.7608147274722,59.74590271678094,59.97569259931905,11431600.0,,,,,,,,,,
2024-07-12,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9906120300293,61.38317311835556,60.69379612326767,60.76081848085182,9201500.0,,,,,,,,,,
2024-07-15,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.71294403076172,61.22040005191382,60.655494732115564,61.07678228396511,8207500.0,,,,,,,,,,
2024-07-16,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.53636169433594,61.57466122653703,60.69379390057844,60.73209343277953,9025100.0,,,,,,,,,,
2024-07-17,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.436378479003906,62.608722710533996,61.6704097982278,61.72785544044171,12508200.0,,,,,,,,,,
2024-07-18,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.417240142822266,63.01086466602507,61.96722974304641,62.04382881213363,11128200.0,,,,,,,,,,
2024-07-19,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.512977600097656,62.84808935482267,62.06296725594333,62.84808935482267,13775700.0,,,,,,,,,,
2024-07-22,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01509094238281,62.51297752441871,61.58423401609917,62.4746779946553,11794200.0,,,,,,,,,,
2024-07-23,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.197017669677734,63.231083154839496,62.091695779250756,62.647028055158636,11810300.0,,,,,,,,,,
2024-07-24,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0108642578125,63.164062394994474,62.072551234685264,62.32148725027211,13244600.0,,,,,,,,,,
2024-07-25,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25980758666992,64.04492977760844,63.05874051025888,63.23108476216681,16328600.0,,,,,,,,,,
2024-07-26,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1981201171875,64.25556575921628,63.20235426098805,63.25979990301683,13530100.0,,,,,,,,,,
2024-07-29,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98747253417969,64.17896286609556,63.56618503809928,64.03534146471469,12140200.0,,,,,,,,,,
2024-07-30,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.80133056640625,64.9449519969635,63.53747512630339,63.65237373172707,13258000.0,,,,,,,,,,
2024-07-31,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.901309967041016,64.73430842315418,63.7768419560818,64.62898652738507,15576800.0,,,,,,,,,,
2024-08-01,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06941223144531,65.21303364483921,63.863002585780464,64.15024541256827,16495900.0,,,,,,,,,,
2024-08-02,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38114166259766,66.70667670477579,64.81089748351755,65.61516568529055,22514800.0,,,,,,,,,,
2024-08-05,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.20345306396484,66.5917835711439,64.8491952108373,66.05559747997319,25484300.0,,,,,,,,,,
2024-08-06,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.15558624267578,65.91197821001504,64.88748953596266,65.25133141405773,12969100.0,,,,,,,,,,
2024-08-07,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54814910888672,66.23752608820854,64.9449479044246,65.15559168198281,13365300.0,,,,,,,,,,
2024-08-08,,,,,,KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8066635131836,65.93113150526105,64.96408847484906,65.10770988410047,15240900.0,,,,,,,,,,
